"","X","asin","title","Brand","Firm","variationCSV","suction","Wok_1charge","db","pa","minutes","mins","hour","hours","mah","min","h"
"91",43,"B07G94BYGQ","fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums","B07G94BYGQ","FMART","B09QBSZ7VR",1200,90,"55","1000",NA,NA,"24","24","2600;2500","60;90;60;120;240;360","2600;2500;2600;24;2500;60;120"
"92",2265,"B09QBSZ7VR","fmart robotic vacuums with mop for pet hair 2-in-1 vacuum robot cleaner mop combo app connect intelligent water tank robot vacuum","B07G94BYGQ","FMART","B09QBSZ7VR",1200,90,"55","1000",NA,NA,"24","24","2600;2500","60;90;60;120;240;360","2600;2500;2600;24;2500;60;120"
"93",141,"B0831N9Y3G","folou smart cleaning robot auto robotic vacuum dry wet mopping cleaner ultra strong suction robotic vacuum, 2 in 1 vacuuming and mopping robot, super quite, for pet hair//thin carpets (black)","B0831N9Y3G","FOLOU","B0831N9Y3G,B0831M8NX5,B0831N9CFB",1200,180,"40;40;30","1200;1200;400;100;150","1700;180",NA,NA,NA,NA,"1;1700;180","580;1200;3;400;256;68;1"
"94",1724,"B0831M8NX5","folou smart cleaning robot auto robotic vacuum dry wet mopping cleaner ultra strong suction robotic vacuum, 2 in 1 vacuuming and mopping robot, super quite, for pet hair//thin carpets (gray)","B0831N9Y3G","FOLOU","B0831N9Y3G,B0831M8NX5,B0831N9CFB",1200,180,"40;40;30","1200;1200;400;100;150","1700;180",NA,NA,NA,NA,"1;1700;180","580;1200;3;400;256;68;1"
"95",2481,"B0831N9CFB","folou smart cleaning robot auto robotic vacuum dry wet mopping cleaner ultra strong suction robotic vacuum, 2 in 1 vacuuming and mopping robot, super quite, for pet hair//thin carpets (white)","B0831N9Y3G","FOLOU","B0831N9Y3G,B0831M8NX5,B0831N9CFB",1200,180,"40;40;30","1200;1200;400;100;150","1700;180",NA,NA,NA,NA,"1;1700;180","580;1200;3;400;256;68;1"
"96",609,"B09ZH1LW8J","hadst robot vacuum cleaner sweeping robot intelligent household cleaning machine fully automatic mopping machine room vacuum cleaner (white)","B09ZH1LW8J","HADST","B09ZHPFT7T,B09ZH1LW8J",1200,80,"60","1200;3;7;1;2;23;5;23;5;6;9;2;9;2;2;3;1;5","80;80",NA,"1;5","1;5","1500;1500;3;7","80;80","1500;1500;0;52;0;69;2;3;3;7;1500;80;1;5;2;1"
"97",2987,"B09ZHPFT7T","hadst robot vacuum cleaner sweeping robot intelligent household cleaning machine fully automatic mopping machine room vacuum cleaner (black)","B09ZH1LW8J","HADST","B09ZHPFT7T,B09ZH1LW8J",1200,80,"60","1200;3;7;1;2;23;5;23;5;6;9;2;9;2;2;3;1;5","80;80",NA,"1;5","1;5","1500;1500;3;7","80;80","1500;1500;0;52;0;69;2;3;3;7;1500;80;1;5;2;1"
"98",167,"B085WL333M","robot vacuum cleaner, 1200pa suction automatic self-charging robotic vacuum with slim design, anti-drop floor sweeper robo, tangle-free good for pet hair, hard floors & thin carpets, super quiet","B085WL333M","HQXHB","None",1200,90,NA,"1200;1200","90",NA,"3;4","3;4","2000;2000","12000;90","803;2000;2;2000;0;5;3;3;2000;200;3;4;5"
"99",381,"B09339WQLF","robotic vacuum cleaner, automatic self-charging robot vacuum cleaners, 1200pa suction, slim design, anti-drop floor sweeper robo, tangle-free good for pet hair hard floors, super quiet","B09339WQLF","HQXHB","None",1200,90,NA,"1200;1200","90",NA,"3;4","3;4","2000;2000","12000;90","803;2000;2;2000;0;5;2000;200;3;4;5"
"100",496,"B09HGZ4BM7","hqxhb robotic vacuum cleaner, automatic self-charging robot cleaners, 1200pa suction, slim design, anti-drop floor sweeper robo, tangle-free good for pet hair hard floors, super quiet ,black hks-803","B09HGZ4BM7","HQXHB","None",1200,90,NA,"1200;1200;1200","90",NA,"3;4","3;4","2000;2000;2000","90;12000;90","803;2000;803;2000;2;2000;0;5;3;3;2000;2000;200;3;4;5"
"101",1957,"B099HW1BPF","robot vacuum cleaner, 5 in 1 mopping robot vacuum cleaner,1200pa suction&purple lamplight, multiple cleaning modes ideal for hardwood floor/marble/tile (black)","B099HW1BPF","Huaxu","B099HW1BPF,B099JM6HW9",1200,90,NA,"1200;1200;1800;1;5","90;11;11;2;5",NA,"3;5;24;4","3;5;24;4","1200","90;11;11;2;5;1800","11;11;2;5;1;5;1200;1;1;2;1;3;5;1800;24;28;28;6;5;90;1200;1;1;1;1;4;3;5;1800"
"102",2855,"B099JM6HW9","robot vacuum cleaner, 5 in 1 mopping robot vacuum cleaner,1200pa suction&purple lamplight, multiple cleaning modes ideal for hardwood floor/marble/tile (white)","B099HW1BPF","Huaxu","B099HW1BPF,B099JM6HW9",1200,90,NA,"1200",NA,NA,"24","24",NA,"","24"
"103",1999,"B09J2HCDFM","robot vacuum and mop, robot vacuum cleaner with 1200pa super-strong suction, smart mapping, 2-in-1 vacuum and mop for pet hair, carpet (black)","B09J2HCDFM","Huaxu","B09J2HCDFM",1200,90,"55","1200;1200;55","90",NA,"1;5","1;5","1200","90","1200;8;3;1;0;3937;1;5;2;56"
"104",513,"B09LCKV8WN","robot vacuum cleaner, strong suction, smart mapping, ideal for pet hair & hard floor (white)","B09LCKV8WN","Huaxu","B09LCP1N9X,B09LCKV8WN",1200,90,"55","1200;55","90",NA,"1;5","1;5","1200","90","1200;8;3;1;0;3937;1;5;2;56"
"105",2919,"B09LCP1N9X","robot vacuum cleaner, strong suction, smart mapping, ideal for pet hair & hard floor (black)","B09LCKV8WN","Huaxu","B09LCP1N9X,B09LCKV8WN",1200,90,"55","1200;55","90",NA,"1;5","1;5","1200","90","1200;8;3;1;0;3937;1;5;2;56"
"106",594,"B09XB43WH3","robot vacuum cleaner, sweeping and mopping robot vacuum cleaner, suction power 1200pa, intelligent navigation, 90 minutes running time, very suitable for pet hair, floors and carpets (white)","B09XB43WH3","Huaxu","B09XB3T9SF,B09XB43WH3",1200,90,"55","1200;1200;1200;55","90;90",NA,"1;5","1;5","1200;1200;3;7","90;90","3;1200;1200;8;3;1;0;3937;3;7;2;56;1;5"
"107",2066,"B09XB3T9SF","robot vacuum cleaner, sweeping and mopping robot vacuum cleaner, suction power 1200pa, intelligent navigation, 90 minutes running time, very suitable for pet hair, floors and carpets (black)","B09XB43WH3","Huaxu","B09XB3T9SF,B09XB43WH3",1200,90,"55","1200;1200;1200;55","90;90",NA,"1;5","1;5","1200;1200;3;7","90;90","3;1200;1200;8;3;1;0;3937;3;7;2;56;1;5"
"108",2067,"B09XHGB8S9","household intelligent sweeping robot automatic cleaner mini smart vacuum cleaner (white)","B09XHGB8S9","Huaxu","B09XHHPWLR,B09XHGB8S9",1200,90,NA,"",NA,NA,NA,NA,NA,"","9;1;2;6;23;9;1;6;5"
"109",2981,"B09XHHPWLR","household intelligent sweeping robot automatic cleaner mini smart vacuum cleaner (gray)","B09XHGB8S9","Huaxu","B09XHHPWLR,B09XHGB8S9",1200,90,NA,"",NA,NA,NA,NA,NA,"","9;1;2;6;23;9;1;6;5"
"110",1615,"B07HRNK8JP","isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning blue","B07HRNK8JP","ISWEEP","B07HRNK8JP,B07HRNS82Y",1200,90,NA,"","",NA,NA,NA,"1500","40;80","2;95;1;12;2;1;1500"
"111",2271,"B07HRNS82Y","isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning gold","B07HRNK8JP","ISWEEP","B07HRNK8JP,B07HRNS82Y",1200,90,"55","1200",NA,NA,NA,NA,"1500","","1500"
"112",174,"B086X1RJWH","kerter robot vacuum cleaner, 1200pa strong suction smart robot vacuum, high-speed response, remote control intelligent sweeping robot with boundary strip, pet hair care, anti drop&collision sensors","B086X1RJWH","KERTER","None",1200,90,NA,"1200;1200;1200;1200;2000","7;200;60;90;90;60;90",NA,"3;6","3;6","2000;2000;2000","7;200;60;90;12000;90;60;90","2;2;0;5;1;2000;803;2000;14;8;60;2000;0;5;4;803;3;6;2000"
"113",409,"B096G2BKT5","kitiyyt robot vacuum cleaner, 1200pa suction power,super quiet slim robotic usb self-charging smart sweeping tool for hard floors carpets to clean the hair sundries and dust","B096G2BKT5","KITIYYT","None",1200,90,"60","1200;1300;1200;1800","70;90",NA,"4","4","2400;3;7","70;90","2400;1;3;7;70;4;60;1"
"114",602,"B09YCTDT73","mulyyds robot vacuum cleaner, smart robotic machine automatic floor cleaning,1200pa strong suction, sweep and mop, quiet cleaning tool for home carpet hard wood tile pet hair (blue, one size)","B09YCTDT73","Mulyyds","B09YCF5BQN,B09YCTDT73",1200,60,"55;60","1200;1200;1200","60",NA,"3","3","1200;3;7","60","24;24;1200;25256;8;3;7;60;3;55"
"115",2070,"B09YCF5BQN","mulyyds robot vacuum cleaner, smart robotic machine automatic floor cleaning,1200pa strong suction, sweep and mop, quiet cleaning tool for home carpet hard wood tile pet hair (black, one size)","B09YCTDT73","Mulyyds","B09YCF5BQN,B09YCTDT73",1200,60,"55;60","1200;1200;1200","60",NA,"3","3","1200;3;7","60","24;24;1200;25256;8;3;7;60;3;55"
"116",493,"B09HC76GXS","robot vacuum and mop home automatic super suction cleaning robot cleaning with 1200papa strong suctionfor pet hair (white)","B09HC76GXS","potkcroa","B09HC548J7,B09HC76GXS",1200,90,"55","1200;1200;1200;55","90",NA,"1;5;1;5","1;5;1;5","1200","90","1200;8;3;1;5;2;56;1;5"
"117",1996,"B09HC548J7","robot vacuum and mop home automatic super suction cleaning robot cleaning with 1200papa strong suctionfor pet hair (black)","B09HC76GXS","potkcroa","B09HC548J7,B09HC76GXS",1200,90,"55","1200;1200;1200;55","90",NA,"1;5;1;5","1;5;1;5","1200","90","1200;8;3;1;5;2;56;1;5"
"118",506,"B09KC5YJVS","(ultra-thin) robot vacuum cleaner sweeper 1200pa strong suction quiet suction drag type three in one function (green)","B09KC5YJVS","potkcroa","B09KC4VNGC,B09KC5YJVS,B09KC62G1W,B09KC63S1K",1200,100,"80","1200;1200","100;100;70",NA,"4;4","4;4","000;2400;240","100;100;70","000;2400;8;88;240;000;4;5;1;2400;8;88;4"
"119",2012,"B09KC4VNGC","(ultra-thin) robot vacuum cleaner sweeper 1200pa strong suction quiet suction drag type three in one function (black)","B09KC5YJVS","potkcroa","B09KC4VNGC,B09KC5YJVS,B09KC62G1W,B09KC63S1K",1200,100,"80","1200;1200","100;100;70",NA,"4;4","4;4","000;2400;240","100;100;70","000;2400;8;88;240;000;4;5;1;2400;8;88;4"
"120",2908,"B09KC62G1W","(ultra-thin) robot vacuum cleaner sweeper 1200pa strong suction quiet suction drag type three in one function (pink)","B09KC5YJVS","potkcroa","B09KC4VNGC,B09KC5YJVS,B09KC62G1W,B09KC63S1K",1200,100,"80","1200;1200","100;100;70",NA,"4;4","4;4","000;2400;240","100;100;70","000;2400;8;88;240;000;4;5;1;2400;8;88;4"
"121",2909,"B09KC63S1K","(ultra-thin) robot vacuum cleaner sweeper 1200pa strong suction quiet suction drag type three in one function (white)","B09KC5YJVS","potkcroa","B09KC4VNGC,B09KC5YJVS,B09KC62G1W,B09KC63S1K",1200,100,"80","1200;1200","100;100;70",NA,"4;4","4;4","000;2400;240","100;100;70","000;2400;8;88;240;000;4;5;1;2400;8;88;4"
"122",7,"B01MQIGKMM","pure clean robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly robotic home cleaning for carpet hardwood floor - pucrc25","B01MQIGKMM","PURE CLEAN","None",1200,90,NA,"1200","55",NA,"4","4",NA,"90;90;90;55","1;5;16;65;1;1;2;9;2;0;2;4;2;9"
"123",111,"B07XVKZW4F","pucrc26b.9 automatic robot vacuum cleaner - robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs - air filter pet hair allergies friendly - pure clean","B07XVKZW4F","PURE CLEAN","None",1200,90,NA,"1200","55",NA,"4","4","850;4","90;90;55","850;1;1;2;9;2;4;4;9"
"124",185,"B0882N4VDL","automatic robot vacuum cleaner - upgraded robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs - hepa filter pet hair allergies friendly - pure clean pucrc25.25","B0882N4VDL","PURE CLEAN","None",1200,90,NA,"1200","90",NA,"4","4","1500","90;90;90","1500;65;1;1;2;9;2;4;16;9"
"125",309,"B08S35QP1X","robot vacuum, 1200pa robotic vacuum cleaner with self-charging, 360° smart sensor protectio, multiple cleaning modes vacuum best for pet hairs, hard floor & medium carpet (white)","B08S35QP1X","reflectuton","B08S31D5VW,B08S35QP1X",1200,90,"55","1200;25;25;6;5","90;90;90",NA,"24;8","24;8","1200","90;90;90","3;24;1200;8"
"126",2751,"B08S31D5VW","robot vacuum, 1200pa robotic vacuum cleaner with self-charging, 360° smart sensor protectio, multiple cleaning modes vacuum best for pet hairs, hard floor & medium carpet (black)","B08S35QP1X","reflectuton","B08S31D5VW,B08S35QP1X",1200,90,"55","1200;25;25;6;5","90;90;90",NA,"24;8","24;8","1200","90;90;90","3;24;1200;8"
"127",389,"B09499Y8GX","roubow small robot vacuum cleaner, 2400mah 1200pa rechargeable robotic vacuum cleaner, basic robo vac sweeper for single/double room apartment with hardwood/cement floor/glazed tile, white","B09499Y8GX","ROUBOW","None",1200,70,NA,"1200;1200;2400","70",NA,"24;3","3","2400;2400","70","2400;2;5;10;3;2400;0;1380;053;4;24;1200;2;5;3;7;3;1;0;1380;053;1;2"
"128",390,"B0949CKQQ5","roubow small robot vacuum cleaner, 2400mah 1200pa rechargeable robotic vacuum cleaner, basic robo vac sweeper for single/double room apartment with hardwood/cement floor/glazed tile, black","B0949CKQQ5","ROUBOW","None",1200,50,NA,"1200;1200;2400","50",NA,"3","3","2400;2400","50","2400;2;5;10;3;2400;0;1380;053;1200;2;5;3;7;3;1;0;1380;053"
"129",391,"B0949GVDJM","roubow basic robot vacuum small, 1200mah 1200pa suction power, lightweight robotic vacuum sweeper, adaptive cleaning for apartment single room sweep vacuum mop 3-in-1, black","B0949GVDJM","ROUBOW","None",1200,60,NA,"1200;1200;1;1200","60",NA,"24",NA,"1200;1200;3;7","60","1200;10;24;3;15;1200;0;1380;053;4;3;24;3;15;3;7;1200;1;0;1380;053;1;1"
"130",392,"B0949H7GL4","roubow basic robot vacuum small, 1200mah 1200pa suction power, lightweight robotic vacuum sweeper, adaptive cleaning for apartment single room sweep vacuum mop 3-in-1, white","B0949H7GL4","ROUBOW","None",1200,60,NA,"1200;1200;1;1200","60",NA,"24",NA,"1200;1200;3;7","60","1200;10;24;3;15;1200;0;1380;053;4;3;24;3;1;3;15;3;7;1200;1;0;1380;053;1;1"
"131",411,"B096RTM8DV","wet/dry use robot vacuum cleaners strong suction robotic vacuum cleaners super quiet for hardwood floor carpet tile","B096RTM8DV","Ruzida","B096RX7ZKS,B096RWPHPW,B096RTM8DV",1200,60,"55;55;55","2;1200","60","60;60","3","3","1500;4;1500;1200","60;60;60","1500;55;4;1500;55;1200;1500;2;4;1500;1200;3;3;10;16;2;68"
"132",2812,"B096RX7ZKS","ruzida wet/dry use robot vacuum cleaners strong suction robotic vacuum cleaners super quiet for hardwood floor carpet tile","B096RTM8DV","Ruzida","B096RX7ZKS,B096RWPHPW,B096RTM8DV",1200,60,"55;55;55","2;1200","60","60;60","3","3","1500;4;1500;1200","60;60;60","1500;55;4;1500;55;1200;1500;4;1500;1200;3;3;10;16;2;68"
"133",2813,"B096RWPHPW","wet/dry use robot vacuum cleaners strong suction robotic vacuum cleaners super quiet for hardwood floor carpet tile","B096RTM8DV","Ruzida","B096RX7ZKS,B096RWPHPW,B096RTM8DV",1200,60,"55;55;55","2;1200","60","60;60","3","3","1500;4;1500;1200","60;60;60","1500;55;4;1500;55;1200;1500;2;4;1500;1200;3;3;10;16;2;68"
"134",337,"B08WFS8H9T","serenelife pure vacuum cleaner-upgraded lithium battery 90 min run time-automatic bot self detects stairs pet hair allergies friendly robotic home cleaning for carpet hardwood floor, white","B08WFS8H9T","SereneLife","B08WFS8H9T",1200,90,NA,"","90",NA,"4","4","1500","90;90;90","1500;16;65;1;1;2;9;2;4;2;9"
"135",84,"B07RRD87HL","serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3","B07RRD87HL","SereneLife","None",1200,90,NA,"","55",NA,"4","4",NA,"90;90;55","5;65;2;4;1;16;9"
"136",340,"B08WZ23VTC","robot vacuum cleaner - self charging robo vacuum cleaner - 1200pa suction, self path navigation, 70 min run time - carpet hardwood linoleum tile - serenelife pucrcx70","B08WZ23VTC","SereneLife","None",1200,70,"65","1200;1200;1000","70",NA,"6","6","2000;2000;9;6;9;6","70;60;70;60;70;70","2000;2000;9;6;4;4;9;6;6;2;9"
"137",1594,"B07BYYTQLR","tenergy otis robot vacuum cleaner, max power suction robotic vacuum, self-charging, smart sensor, pet hair filter friendly, remote control vacuum cleans hard floors/thin carpets","B07BYYTQLR","Tenergy","B07BYYTQLR,B07JVQZM3X",1200,90,"60","1200;1200","90;90",NA,"4;5","4;5","2200;14;8","90;90","2200;14;8;4;5"
"138",2221,"B07JVQZM3X","tenergy filter and side brush replacement kit trv01 robot vacuum cleaner","B07BYYTQLR","Tenergy","B07BYYTQLR,B07JVQZM3X",1200,90,NA,"4;4",NA,NA,NA,NA,NA,NA,"3;6;4"
"139",410,"B096LQ3PH3","yinkeo robotic vacuums cleaner usb rechargeable mini automatic smart clean robot floor household cleaning suction sweeper tool ,vacuum,cordless vacuum cleaner(blue)","B096LQ3PH3","YINKEO","B096LQ615F,B096LQ3PH3",1200,180,"55;60;60","1200;1200;1200","60",NA,"3","3","1200;3;7","60","1200;3;7;3"
"140",2811,"B096LQ615F","yinkeo robotic vacuums cleaner usb rechargeable mini automatic smart clean robot floor household cleaning suction sweeper tool ,good for pet hair, carpets, hard floors, self-charging (black)","B096LQ3PH3","YINKEO","B096LQ615F,B096LQ3PH3",1200,180,"55;60;60","1200;1200;1200","60",NA,"3","3","1200;3;7","60","1200;3;7;3"
"141",272,"B08MBV95Y7","enther robot vacuum cleaner, robotic vacuum cleaner with gyro navigation, 2600mah, 120mins run time, super-thin, 6 clean modes, self-charging for pet hair hard floors, carpet, black","B08MBV95Y7","Enther","None",1300,120,"55","1",NA,"120;2600","5;724","5;724","2600;2600","120;120;120;2600","2600;2600;200;18;2;3;2600;120;2;89;1;1;2;5;2;3;724"
"142",335,"B08W9WF3T1","enther experobot c200 robot vacuum cleaner with gyro lidar navigation infrared sensor, 2-hour runtime, self-charging for pet hair, hard floor and carpet, black (renewed)","B08W9WF3T1","Enther","None",1300,120,NA,"1300;1",NA,NA,"2",NA,NA,"120;120","2;2600;18;2600;1"
"143",27,"B07BBKCMXL","robot vacuum cleaner 1300pa powerful suction for carpets/rugs and hard floors, ultra quiet and super thin robotic vacuum cleaner with self charging and smart anti collision/drop sensors,daily schedule","B07BBKCMXL","EP-ROBOT","None",1300,300,NA,"1300","240;300;110;120",NA,NA,NA,"2150","240;300;110;120","5;4;4;2;3;2150"
"144",26,"B079QYYGF1","eufy by anker, boostiq robovac 11s (slim), robot vacuum cleaner, super-thin, 1300pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets","11s","eufy","B079QYYGF1,B07DF9GVK9",1300,100,NA,"1300;1300;1300","100",NA,NA,NA,NA,"100","12"
"145",34,"B07DF9GVK9","eufy by anker,boostiq robovac 11s (slim), robot vacuum cleaner, super-thin, 1300pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets","11s","eufy","B079QYYGF1,B07DF9GVK9",1300,100,NA,"1300;1300;1300","100;100;100;60",NA,NA,NA,NA,"100;100;100;60","12;12"
"146",60,"B07MPS81HR","eufy by anker, boostiq robovac 15c, wi-fi, upgraded, super-thin, 1300pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (white)","15c","eufy","B07H3JNDL5,B07MPS81HR",1300,100,NA,"1300;1300;1300","100;100",NA,NA,NA,NA,"100;100","12;12;15"
"147",1612,"B07H3JNDL5","eufy by anker, boostiq robovac 15c, wi-fi, upgraded, super-thin, 1300pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (black)","15c","eufy","B07H3JNDL5,B07MPS81HR",1300,100,NA,"1300;1300;1300","100",NA,NA,NA,NA,"100","12;15"
"148",69,"B07P2HG9JH","eufy boost iq robovac 11s (slim), 1300pa strong suction, super quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (black) (renewed)","11s","eufy","B07P2HG9JH,B07XNQTJ8H",1300,100,NA,"1300;1300;1300","100;100;100;100;60;50",NA,NA,NA,NA,"100;100;100;100;60;50","3;3;11"
"149",2390,"B07XNQTJ8H","eufy boostiq robovac 11s (slim), robot vacuum cleaner, super-thin, 1300pa strong suction, quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (renewed)","11s","eufy","B07P2HG9JH,B07XNQTJ8H",1300,100,NA,"1300;1300","100;100;60",NA,NA,NA,NA,"100;100;60","3;3;11"
"150",163,"B085T93JTJ","eufy by anker, boostiq robovac 11s (slim), robotic vacuums<U+4E28>homevac h11, cordless handheld vacuum cleaner, handheld vacuums","11s","eufy","None",1300,100,NA,"1300","100",NA,NA,NA,NA,"100","11"
"151",647,"B085TLDVCJ","eufy by anker, boostiq robovac 11s (slim), robotic vacuums<U+4E28>homevac s11 go stick-vacuum cleaner, stick vacuums & electric brooms","11s","eufy","None",1300,100,NA,"1300","25;8;8",NA,NA,NA,NA,"40;25;8;8",""
